红桥区西沽街大成中环城,"117.152359,39.163208"
南开区王顶堤盈江东里,"117.136547,39.099518"
河西区陈塘庄中交富力天禧,"117.261942,39.072488"
滨海新区古林街泰达印象,"117.510125,38.859975"
蓟州区蓟州城区花園新村,"117.417774,40.048712"
北辰区双环邨佳平里,"117.127164,39.190007"
河西区友谊路红旗北里,"117.215204,39.081896"
南开区万兴街群富里,"117.173354,39.120225"
蓟州区人民公园富龙湾家园,"117.391936,40.039115"
河西区桃园街安德公寓,"117.211651,39.103066"
和平区劝业场阅和平,"117.186198,39.125462"
和平区南营门街兴润公寓,"117.186917,39.116993"
武清区佛罗伦萨翠亨花园,"117.027191,39.373974"
武清区佛罗伦萨翠亨花园,"117.027191,39.373974"
河西区尖山通达尚城,"117.238008,39.081421"
河西区东海街漓江里(河西区),"117.251257,39.059202"
北辰区宜兴埠远洋未来城明煦苑,"117.218034,39.205517"
河西区下瓦房福盛花园,"117.227417,39.101471"
滨海新区新河街金海云城,"117.621511,39.069646"
宝坻区海滨龙第世家花园,"117.327922,39.738190"
河东区春华街明和里,"117.212176,39.142336"
河西区越秀路恩德西里,"117.208412,39.099765"
津南区咸水沽金才园,"117.370594,38.982966"
和平区体育馆街诚基经贸中心,"117.214713,39.116884"
滨海新区杭州道长征里,"117.660276,39.037948"
蓟州区于桥水库天一绿海,"117.448203,40.062698"
河西区梅江玉水园,"117.213208,39.071446"
武清区佛罗伦萨远洋香奈,"117.012998,39.379517"
河东区春华街新博园,"117.215070,39.147094"
和平区劝业场宜天花园,"117.184514,39.123268"
武清区杨村博盛园,"117.059457,39.390467"
河西区梅江景观花园,"117.222626,39.070281"
宝坻区海滨剑桥郡博睿园,"117.312449,39.726980"
河西区挂甲寺新城小区,"117.234346,39.090163"
河西区桃园街罗兰新园,"117.202010,39.099860"
南开区万兴街书香园,"117.175807,39.119676"
河西区陈塘庄中海寰宇天下,"117.254742,39.077630"
蓟州区人民公园东方明珠苑,"117.375205,40.036099"
南开区长虹街广灵里,"117.144376,39.132586"
滨海新区新河街正馨佳居,"117.636190,39.040740"
南开区长虹街宜川北里,"117.152052,39.139249"
滨海新区塘沽街观塘壹品,"117.705894,39.013959"
河西区下瓦房西楼北里,"117.216085,39.096806"
东丽区东丽湖恒大翡翠华庭,"117.472956,39.201147"
津南区咸水沽金益园,"117.370746,38.994964"
宝坻区南关大街宝平景苑西区,"117.290969,39.709070"
红桥区铃铛阁西关北里,"117.168662,39.142719"
武清区武清其它万辰金色家园,"116.927321,39.172504"
西青区李七庄融侨观澜,"117.191528,39.043191"
蓟州区蓟州城区矿山四处家属院,"117.430027,40.055857"
河东区向阳楼翠韵里,"117.255034,39.140059"
红桥区西营门名景花园,"117.118235,39.154368"
河西区东海街川江里,"117.253504,39.060025"
宝坻区马家店华润理想之城,"117.290719,39.664851"
河北区新开河首创大河宸章,"117.180320,39.162090"
河东区富民路雅仕兰庭,"117.269905,39.091196"
东丽区空港经济区天保九如品筑,"117.370763,39.161489"
西青区中北镇华亭丽园,"117.088176,39.119483"
武清区东蒲洼街经纬城市绿洲武清,"116.992755,39.400058"
津南区咸水沽龙湖紫宸,"117.401332,38.978284"
东丽区万新街程林东里,"117.301927,39.138077"
南开区万兴街云松里,"117.168501,39.116160"
红桥区芥园道宜兰里,"117.149542,39.150035"
滨海新区中新生态城众美青城,"117.763491,39.122028"
红桥区西营门梦和园,"117.110228,39.161342"
河西区大营门南通里,"117.221448,39.114648"
河西区友谊路宾馆温泉公寓,"117.201758,39.083445"
东丽区华明镇海上国际城,"117.407555,39.173662"
河西区天塔街育贤里,"117.189739,39.079106"
河西区柳林街雅致里,"117.280038,39.067309"
河西区挂甲寺景兴西里,"117.219492,39.100333"
河东区唐家口卫国道,"117.247125,39.139567"
北辰区北仓镇泽天下,"117.118692,39.229998"
红桥区西沽街河怡花园,"117.134898,39.166694"
西青区中北镇云锦世家,"117.073381,39.110477"
武清区东蒲洼街城投春熙里,"116.984863,39.408687"
滨海新区新村街崇安里,"117.648487,39.023870"
北辰区北仓镇荣欢园,"117.079310,39.213488"
蓟州区蓟州城区中昌新村西区,"117.418083,40.055479"
南开区万兴街龙德里,"117.175546,39.121315"
津南区咸水沽富力又一城合畅园,"117.395844,38.995807"
河北区月牙河义江里,"117.250897,39.164383"
北辰区天穆镇顺义南里,"117.154405,39.198626"
北辰区北仓镇荣翔园,"117.092610,39.215524"
河西区陈塘庄绿城·诚园,"117.243053,39.068981"
滨海新区新村街福星里,"117.669105,39.017970"
北辰区果园新村都旺新城竹芳园,"117.143100,39.226169"
津南区双港富力桃园天富园,"117.271639,39.033103"
津南区双港柳景家园,"117.303996,39.061084"
东丽区金钟街保利玫瑰湾,"117.265550,39.165756"
津南区双港富力桃园天富园,"117.271639,39.033103"
南开区王顶堤林苑北里,"117.142399,39.087274"
武清区杨村广厦西里,"117.054179,39.373565"
河西区挂甲寺龙都花园南园,"117.229888,39.096431"
津南区咸水沽益华里,"117.389164,38.975949"
东丽区华明镇昆俞家园,"117.285013,39.165743"
河西区陈塘庄中交富力天禧,"117.261942,39.072488"
津南区海河教育园区龙湖天宸原著,"117.360414,38.979540"
河东区唐家口久福园,"117.220754,39.135192"
南开区鼓楼街中交海河公馆,"117.187210,39.145384"
蓟州区人民公园万华园,"117.408432,40.046544"
南开区水上公园街临园里,"117.175528,39.096285"
河西区新梅江全运村锦葵园,"117.256993,39.042610"
南开区嘉陵道街泊江东里,"117.146952,39.124156"
武清区东蒲洼街蒲瑞祥园东区,"117.016978,39.400941"
河西区天塔街体院宿舍,"117.188237,39.076765"
津南区咸水沽富力又一城合雅园,"117.397181,38.998925"
北辰区果园新村都旺新城竹芳园,"117.143100,39.226169"
滨海新区中新生态城朗诗中福翡翠澜湾朗泓园,"117.787344,39.101646"
东丽区华明镇华城庭苑,"117.293527,39.164622"
和平区体育馆街诚基经贸中心,"117.214713,39.116884"
河西区大营门三义大厦,"117.217336,39.110449"
河东区春华街春华里（河东区）,"117.213391,39.141991"
西青区精武镇民兴佳园,"117.118032,39.039601"
北辰区宜兴埠淮盛园,"117.191932,39.216024"
东丽区金钟街春江里,"117.256867,39.169979"
河西区马场街地毯楼,"117.202276,39.098279"
滨海新区新港街瑞湾国际,"117.709242,39.000896"
河东区二号桥街耐火路2号,"117.279629,39.099763"
和平区南营门街安宁里,"117.188517,39.118413"
河西区友谊路天宾公寓,"117.200365,39.082936"
河西区挂甲寺科艺里,"117.230966,39.091712"
河西区下瓦房龙海公寓,"117.231451,39.103041"
津南区辛庄首创城,"117.338186,39.021222"
西青区精武镇金地艺墅家嘉泽苑,"117.122263,39.042774"
南开区长虹街雅云里,"117.142106,39.142392"
津南区咸水沽育德里,"117.391238,38.985907"
武清区南湖梧桐大道,"117.131439,39.317993"
河西区越秀路珠海里,"117.211484,39.098804"
河西区越秀路健全里,"117.206510,39.096302"
河东区万新村沧浪西里,"117.273544,39.130292"
河西区柳林街东海里,"117.271306,39.065032"
河东区春华街惠森花园,"117.215657,39.135977"
河东区唐家口嘉华新苑,"117.240654,39.129231"
西青区中北镇水溪苑,"117.089707,39.123249"
南开区嘉陵道街园川里,"117.143145,39.126410"
滨海新区古林街福渔园东区,"117.495640,38.851228"
河东区唐家口润晖公寓,"117.233052,39.135240"
津南区咸水沽新旭园,"117.396283,38.981583"
河北区望海楼金海花园(河北区),"117.202254,39.152672"
南开区万兴街兴业家园,"117.158294,39.124603"
和平区小白楼宏达公寓,"117.205121,39.119038"
东丽区空港经济区天保意境雅居,"117.370763,39.161489"
滨海新区杭州道融创洞庭路壹号,"117.679240,39.035357"
南开区鼓楼街煦园新居,"117.187233,39.139634"
武清区东蒲洼街新城悦隽央著,"116.992740,39.396262"
和平区劝业场锦州道,"117.195282,39.123318"
南开区华苑居华里,"117.143759,39.080638"
津南区八里台天津碧桂园,"117.334379,38.939763"
河北区江都路廉江里,"117.245412,39.155375"
西青区精武镇卓越云门,"117.126340,39.041462"
红桥区西沽街河怡花园,"117.134898,39.166694"
河西区越秀路黄埔里,"117.207307,39.101381"
津南区咸水沽金才园,"117.370594,38.982966"
南开区广开街兴盛里(南开区),"117.166440,39.139707"
河西区天塔街育贤里,"117.189739,39.079106"
南开区王顶堤金厦里,"117.144224,39.096799"
西青区李七庄万科东第,"117.187200,39.048684"
南开区王顶堤金厦里,"117.144224,39.096799"
北辰区北仓镇荣业园,"117.084638,39.215809"
滨海新区中新生态城宝龙南苑,"117.751917,39.107855"
西青区张家窝锦盛里,"117.021458,39.072486"
南开区嘉陵道街泊江东里,"117.146952,39.124156"
南开区嘉陵道街雅安东里,"117.142153,39.122278"
河西区天塔街宾水里,"117.183119,39.077048"
南开区体育中心街时代奥城,"117.166522,39.076408"
和平区新兴街振河里,"117.185554,39.104325"
滨海新区大港街四化里,"117.452499,38.841315"
和平区新兴街同发里(和平区),"117.187490,39.106659"
东丽区万新街嘉春园,"117.299048,39.106607"
河西区梅江卡梅尔天淳园,"117.229818,39.038765"
宝坻区北城路宝鑫景苑,"117.323374,39.734767"
南开区学府街美湖里,"117.156419,39.113523"
滨海新区新村街福星里,"117.669105,39.017970"
河东区中山门街和睦西里,"117.261043,39.108630"
武清区黄庄亚泰澜公馆,"117.031325,39.361409"
北辰区瑞景居住区瑞盈园,"117.119945,39.205770"
河西区马场街新闻西里,"117.200948,39.097365"
滨海新区海滨街安泰小区,"117.524993,38.682076"
滨海新区塘沽街新城家园,"117.702901,39.014270"
河东区春华街月光园,"117.251584,39.128294"
西青区杨柳青成发花苑,"117.025922,39.134386"
河东区大直沽汇贤里,"117.243992,39.118849"
武清区佛罗伦萨玉翠园,"117.009405,39.376007"
河西区天塔街宾水里,"117.183119,39.077048"
河东区万新村远翠西里,"117.279518,39.133452"
武清区新湾尚园,"117.064836,39.360824"
滨海新区海滨街安泰小区,"117.524993,38.682076"
北辰区双街柴楼隆园,"117.102175,39.267055"
宝坻区南三路中保住宅楼,"117.304069,39.717242"
河北区新开河喜峰嘉园,"117.184070,39.182821"
武清区杨村文荟园,"117.066469,39.390208"
武清区下朱庄茂祥园,"117.077294,39.327536"
北辰区宜兴埠淮兴园,"117.190312,39.217961"
北辰区瑞景居住区奥林匹克花园玉兰苑,"117.119880,39.198744"
北辰区天穆镇正荣府,"117.173947,39.238099"
东丽区华明镇达园,"117.382727,39.175705"
武清区下朱庄君利新家园,"117.082840,39.312567"
南开区嘉陵道街莲安里,"117.125565,39.125026"
东丽区万新街金隅悦城品香苑,"117.309589,39.106910"
河西区东海街平江里,"117.253177,39.061650"
滨海新区塘沽街万海华府北苑,"117.678496,39.015547"
东丽区华明镇坤园,"117.379402,39.178276"
河西区陈塘庄中海寰宇天下,"117.254742,39.077630"
津南区双港华润中央公园,"117.294603,39.006182"
北辰区双街融创半湾半岛,"117.092207,39.304716"
滨海新区新北街心贻湾,"117.643675,39.056440"
东丽区张贵庄泰安里(东丽区),"117.312646,39.092127"
北辰区宜兴埠远洋五矿旷世新城,"117.222316,39.202625"
南开区鼓楼街如意大厦,"117.172923,39.138304"
滨海新区胡家园滨翔花园（远洋城4期）,"117.613446,39.022459"
滨海新区新港街临开里,"117.713686,39.009473"
河北区王串场莹津里,"117.224693,39.148374"
南开区华苑莹华里,"117.140560,39.083765"
北辰区瑞景居住区宝翠花都探景园,"117.115071,39.201081"
津南区辛庄鑫旺里,"117.347303,39.024842"
滨海新区海滨街双丰小区,"117.426678,38.696472"
滨海新区北塘街联发欣悦学府,"117.702619,39.117376"
南开区万兴街三潭西里,"117.154875,39.121847"
津南区辛庄欣桃园,"117.324249,39.048477"
南开区学府街光湖里,"117.161963,39.111613"
河西区挂甲寺建设楼(河西区),"117.231632,39.094964"
武清区保利金街上河雅苑南里,"117.034665,39.380033"
武清区黄庄丽泽花园,"117.015967,39.375931"
河西区下瓦房台湾路,"117.226612,39.109484"
武清区佛罗伦萨经纬城市绿洲华清家园,"117.008935,39.379629"
南开区广开街兴盛里(南开区),"117.166440,39.139707"
滨海新区大港街振业里,"117.465373,38.835533"
河北区建昌道富瀛洲花园,"117.226612,39.181225"
北辰区北仓镇路劲隽澜湾绿境华庭,"117.084991,39.236145"
北辰区宜兴埠金地艺城华府北润华庭,"117.187626,39.224214"
滨海新区杭州道嘉誉新城,"117.613311,38.988286"
河东区二号桥街福东里,"117.303927,39.093470"
北辰区北仓镇盛逸园,"117.075995,39.206935"
武清区佛罗伦萨盛世馨园,"117.017125,39.386140"
蓟州区盘山风景区青山溪语,"117.429268,40.057352"
滨海新区杭州道广达商城,"117.649339,39.037830"
蓟州区蓟州城区鸿福家园,"117.433830,40.041969"
河西区大营门安辛庄,"117.218154,39.112212"
滨海新区大港街港明里,"117.458390,38.845861"
河北区铁东路圣贤里,"117.210848,39.185588"
河西区东海街三水南里,"117.263153,39.056982"
滨海新区北塘街联发欣悦学府,"117.702619,39.117376"
和平区南营门街景阳里,"117.188753,39.117213"
北辰区集贤里拜泉里,"117.127777,39.230255"
南开区广开街颂禹里,"117.164302,39.129059"
河东区常州道盛世嘉园,"117.256584,39.155955"
河东区春华街华泰里,"117.233358,39.149329"
东丽区华明镇首创溪堤郡景园,"117.422815,39.164171"
滨海新区古林街海滨园,"117.504848,38.853892"
河西区下瓦房福盛花园,"117.227417,39.101471"
红桥区铃铛阁华城领秀睦华里,"117.156494,39.144306"
河西区越秀路健春里,"117.209793,39.096066"
东丽区万新街嘉春园,"117.299048,39.106607"
北辰区双环邨龙泉里（北辰区）,"117.134340,39.203576"
滨海新区大港街七邻里南区,"117.456626,38.833261"
宝坻区火车站钰鑫园,"117.332014,39.717497"
北辰区宜兴埠宝利新苑,"117.199951,39.193003"
河北区铁东路宜白南里,"117.209521,39.192161"
河西区柳林街黄海里,"117.270347,39.065022"
河西区越秀路健强里,"117.206136,39.097642"
北辰区双街融创运河宸院,"117.097848,39.284608"
河北区建昌道红波西里,"117.231810,39.170828"
河西区挂甲寺龙都花园,"117.226715,39.099439"
河东区大直沽中交春映海河,"117.244716,39.104938"
河东区春华街明和里,"117.212176,39.142336"
东丽区新立街万科金域华府C区,"117.353173,39.086468"
津南区海河教育园区融创中央学府东区,"117.388471,39.005907"
南开区嘉陵道街咸阳北里,"117.139977,39.124761"
河西区越秀路教师村,"117.211839,39.094823"
河东区中山门街中山门东里,"117.269117,39.106034"
和平区南市蓉芳里,"117.187248,39.128422"
河西区梅江玉水园,"117.213208,39.071446"
津南区双林泓春园,"117.271269,39.047496"
河西区天塔街体北鲁能公馆,"117.189377,39.077258"
南开区学府街照湖里,"117.159694,39.111174"
津南区咸水沽荣兴里,"117.382856,38.993110"
津南区咸水沽富力又一城合力园,"117.391454,39.000339"
南开区王顶堤堤翠家园,"117.137254,39.096178"
红桥区丁字沽街风光里,"117.165928,39.175147"
武清区静湖碧溪秋园,"117.101597,39.341437"
河西区天塔街宾水东里,"117.191443,39.083076"
河东区春华街井冈山路,"117.227494,39.145341"
和平区体育馆街合作里,"117.198387,39.106499"
河东区向阳楼阳新里,"117.269549,39.131256"
河西区东海街云江新苑,"117.255222,39.051919"
北辰区双街双街新邨,"117.104903,39.265361"
河北区铁东路北宁湾-致远家园,"117.212399,39.184170"
东丽区军粮城裕岭嘉园,"117.466719,39.150821"
北辰区北仓镇万科运河文化村,"117.088987,39.239970"
南开区嘉陵道街南江西里,"117.135327,39.123045"
滨海新区塘沽街天晖苑,"117.666744,39.020003"
津南区海河教育园区文德花园,"117.366501,38.995475"
河东区万新村松风西里,"117.276611,39.144346"
东丽区华明镇达园,"117.382727,39.175705"
西青区大寺洛卡小镇林溪园,"117.217401,39.027285"
东丽区万新街汇海北里,"117.321301,39.103510"
滨海新区塘沽街万科滨海大都会观塘苑,"117.682437,39.010870"
滨海新区开发区翠亨村A区,"117.703446,39.034273"
东丽区东丽湖恒大绿洲花园,"117.471178,39.196839"
河北区江都路增光里,"117.235135,39.164628"
河西区天塔街环湖东里,"117.186994,39.085620"
南开区王顶堤瑞丽园,"117.134164,39.107609"
河西区陈塘庄中海寰宇天下,"117.254742,39.077630"
河东区春华街东盈园,"117.229888,39.140413"
河西区东海街川江里,"117.253504,39.060025"
津南区双港红磡领世郡尚景园,"117.267748,39.030548"
河西区桃园街桃花源居,"117.202010,39.099860"
北辰区宜兴埠淮祥园,"117.191593,39.213695"
北辰区双街融创东岸名郡,"117.092776,39.304765"
宝坻区怡购北岸印象,"117.303888,39.702038"
河西区桃园街连荣里,"117.209252,39.101415"
武清区武清其它住总尚清湾,"117.058574,39.410959"
红桥区丁字沽街春风里(红桥区),"117.154807,39.187160"
河西区越秀路乘云里,"117.213478,39.098965"
河东区万新村松风东里,"117.279352,39.143329"
河西区越秀路白云里,"117.211585,39.096031"
河西区挂甲寺新城小区,"117.234346,39.090163"
津南区双林宝聚家园,"117.278006,39.048645"
津南区咸水沽南华里(津南区),"117.387517,38.983125"
河西区陈塘庄中海复兴九里,"117.219396,39.062683"
武清区武清其它惠民里小区,"117.073021,39.422959"
武清区杨村馨达园(武清区),"117.084348,39.378699"
滨海新区开发区清谷,"117.701062,39.084055"
东丽区万新街舒畅欣园,"117.296950,39.108520"
河西区梅江玉水园,"117.213208,39.071446"
河西区天塔街环湖东里,"117.186994,39.085620"
河北区江都路隆达新苑,"117.237069,39.163922"
津南区咸水沽丰达园,"117.402038,38.984929"
津南区双林仕林苑,"117.284471,39.057099"
津南区双港香雪苑,"117.282449,39.018778"
津南区辛庄首创城,"117.338186,39.021222"
河北区月牙河乌江南里,"117.251530,39.167220"
河西区越秀路健强里,"117.206136,39.097642"
河西区马场街向荣里,"117.197483,39.096819"
武清区黄庄泉昇佳苑中区,"117.027612,39.365496"
北辰区瑞景居住区宝翠花都探景园,"117.115071,39.201081"
南开区长虹街平利里,"117.141509,39.133030"
蓟州区人民公园公乐园,"117.391101,40.047870"
南开区广开街瑞德里,"117.164346,39.138448"
武清区武清其它畔水庭苑,"117.052638,39.436752"
河东区大王庄新景安里,"117.224112,39.127020"
滨海新区中新生态城双威悦馨苑,"117.762533,39.134166"
滨海新区塘沽街万科滨海大都会观塘苑,"117.682437,39.010870"
红桥区铃铛阁康华里,"117.160098,39.145726"
红桥区芥园道宜兰里,"117.149542,39.150035"
东丽区万新街和泓四季恋城,"117.320705,39.111870"
西青区大寺渤海天易园,"117.225326,38.995747"
滨海新区大港街港明里,"117.458390,38.845861"
蓟州区蓟州城区光明里(蓟州区),"117.428042,40.046640"
北辰区天穆镇欢颜里(北辰区),"117.140093,39.210321"
河东区向阳楼晨阳花园,"117.250266,39.138470"
津南区咸水沽富力又一城合力园,"117.391454,39.000339"
河西区友谊路纯真里,"117.219637,39.078936"
东丽区新立街民和巷景苑,"117.326278,39.090885"
东丽区东丽湖赏湖苑,"117.490170,39.182539"
南开区向阳路官易里,"117.133178,39.137826"
河西区大营门宝德里,"117.218754,39.109617"
北辰区双街柴楼兴园,"117.106060,39.267840"
津南区双林田喜盛园,"117.290248,39.050090"
河东区中山门街团结东里,"117.268069,39.105251"
西青区西营门文瑞家园,"117.103720,39.168723"
西青区中北镇万科翡翠嘉和,"117.074853,39.130774"
滨海新区汉沽东风南里,"117.813283,39.242324"
武清区保利金街上河雅苑南里,"117.034665,39.380033"
滨海新区新河街西江里,"117.638707,39.040991"
宝坻区潮阳大道原筑南区,"117.310558,39.684869"
河北区铁东路荣泽大厦,"117.189665,39.179801"
西青区张家窝宝庆里,"117.041485,39.061633"
南开区鼓楼街龙亭家园,"117.183385,39.145223"
河东区向阳楼前进新里,"117.256145,39.131295"
河西区天塔街环湖东里,"117.186994,39.085620"
东丽区万新街嘉春园,"117.299048,39.106607"
红桥区丁字沽街泛洋大厦,"117.169443,39.175550"
红桥区丁字沽街桃花园东里,"117.169413,39.177502"
河北区新开河宝利园公寓,"117.191643,39.182151"
津南区双林田喜盛园,"117.290248,39.050090"
蓟州区于桥水库州河湾西园西区,"117.425626,40.010989"
河北区铁东路宜清花园,"117.211420,39.190201"
河北区王串场清水园,"117.220388,39.153626"
津南区双港翠港园,"117.314877,39.042380"
和平区体育馆街进德里,"117.203693,39.108465"
河北区鸿顺里街晨悦大厦,"117.199755,39.162393"
北辰区双街柴楼兴园,"117.106060,39.267840"
西青区大寺龙居花园8区,"117.246532,39.015613"
北辰区果园新村东升里小区,"117.140403,39.221734"
河西区马场街四化里(河西),"117.203435,39.101909"
河西区挂甲寺天润里,"117.225078,39.095132"
河西区东海街漓江里(河西区),"117.251257,39.059202"
武清区杨村馨如园,"117.077486,39.382352"
滨海新区中新生态城宜禾红橡公园二期,"117.759655,39.121497"
北辰区北仓镇引河里,"117.121266,39.236316"
津南区双港红磡领世郡普雅花园,"117.272176,39.023994"
滨海新区胡家园滨雅花园（远洋城8期）,"117.613446,39.022459"
滨海新区北塘街融创融公馆,"117.713748,39.096693"
红桥区邵公庄静安北里,"117.151133,39.153501"
西青区精武镇旭辉燕南园,"117.121625,39.030009"
滨海新区新港街千间小区,"117.657878,39.020223"
北辰区瑞景居住区翡翠城,"117.108985,39.202788"
津南区辛庄中建展望名苑,"117.304085,39.015585"
南开区向阳路秋爽西里,"117.128985,39.227542"
南开区华苑莹华里,"117.140560,39.083765"
河北区江都路秀山里,"117.240007,39.150965"
和平区体育馆街府上和平,"117.199502,39.115535"
东丽区华明镇紫园,"117.388542,39.179030"
滨海新区杭州道东方里,"117.667202,39.034474"
北辰区瑞景居住区绿地新里天澜,"117.133104,39.212553"
河西区友谊路谊景村,"117.211448,39.082528"
南开区水上公园街临园里,"117.175528,39.096285"
南开区嘉陵道街禧顺花园,"117.143483,39.119631"
北辰区天穆镇绿岛家园,"117.148759,39.211519"
滨海新区北塘街贻成·林湖郡,"117.662029,39.056630"
河西区大营门三义大厦,"117.217336,39.110449"
宝坻区火车站宝坻·万科城市之光,"117.339102,39.704792"
东丽区华明镇昆俞家园,"117.285013,39.165743"
河东区万新村凤岐东里,"117.273518,39.141181"
河北区新开河中环福境,"117.191951,39.184942"
南开区万兴街玉泉北里,"117.150638,39.138551"
津南区咸水沽富力合茂园,"117.405544,39.000443"
北辰区天穆镇天和丽园,"117.149582,39.201619"
河东区春华街惠康家园,"117.221206,39.143851"
北辰区双环邨佳宁里,"117.126665,39.196181"
河北区建昌道贵桥里,"117.237142,39.172922"
河西区天塔街气象南里,"117.183976,39.088132"
滨海新区北塘街暖塘欣昌苑,"117.640600,39.132192"
滨海新区胡家园万科观澜,"117.590183,39.021784"
南开区王顶堤华宁北里,"117.141266,39.104467"
南开区万兴街风荷园,"117.156014,39.118424"
滨海新区新北街蓝山花园西区,"117.663949,39.056415"
西青区中北镇大地十二城枫桥园,"117.085270,39.129666"
东丽区新立街小东庄东盛园,"117.405893,39.061659"
河东区富民路招商雍景湾,"117.264434,39.081929"
和平区小白楼融御融景华庭,"117.205392,39.129348"
滨海新区杭州道嘉誉新城,"117.613311,38.988286"
河西区挂甲寺前程里(河西区),"117.220393,39.094457"
河西区大营门孚德里,"117.216010,39.112072"
滨海新区北塘街滨海航天城,"117.535304,39.121855"
武清区佛罗伦萨颐安花园西区北院,"117.037413,39.371369"
和平区小白楼永德里,"117.205071,39.120861"
滨海新区新村街福安里(塘沽区),"117.648016,39.022395"
红桥区丁字沽街丁字沽十二段,"117.155848,39.184711"
河东区唐家口东亚风尚国际,"117.222461,39.134174"
南开区鼓楼街如意大厦,"117.172923,39.138304"
河西区东海街桂江里(河西区),"117.261999,39.053347"
河西区越秀路恩德东里,"117.210248,39.099803"
津南区双港金地格林世界橄榄苑C区,"117.312879,39.046518"
滨海新区大港街学府雅居,"117.448144,38.869144"
西青区中北镇大地十二城枫桥园,"117.085270,39.129666"
滨海新区新河街南益名士华庭五期(玉兰苑),"117.631557,39.051906"
西青区西营门盛和嘉园,"117.104849,39.166443"
北辰区双街新城悦隽风华,"117.103824,39.261530"
津南区八里台锦阁园,"117.316884,38.948363"
西青区张家窝仁盛里,"117.022539,39.074693"
西青区张家窝万科四季博园,"117.065621,39.069122"
滨海新区汉沽碧桂园峰境,"117.822444,39.266996"
南开区长虹街雅云里,"117.142106,39.142392"
蓟州区人民公园状元城（蓟州）,"117.408432,40.046544"
武清区东蒲洼街新城悦隽央著,"116.992740,39.396262"
宝坻区海滨宝境栖园,"117.338789,39.731713"
武清区黄庄丽德花园,"117.022785,39.364469"
河北区铁东路北宁湾-致远家园,"117.212399,39.184170"
东丽区华明镇华润橡树湾仰润轩,"117.400731,39.172257"
河东区春华街春华里（河东区）,"117.213391,39.141991"
武清区东蒲洼街中建壹方九里（二期）,"116.987780,39.397765"
滨海新区中新生态城中核智慧城,"117.818133,39.180236"
南开区学府街南开大学西南村,"117.163500,39.101683"
宝坻区南关大街天宝华苑,"117.307692,39.709638"
武清区杨村运泽花园小区中区,"117.076716,39.391393"
河西区陈塘庄北大资源阅城,"117.243087,39.078118"
东丽区华明镇华润橡树湾仰润轩,"117.400731,39.172257"
滨海新区开发区云锦蓝庭,"117.698158,39.023321"
滨海新区胡家园红光家园,"117.616448,39.031859"
东丽区万新街金隅悦城秀悦园,"117.316408,39.110403"
和平区新兴街同发里(和平区),"117.187490,39.106659"
西青区津门湖富力津门湖江湾广场,"117.206295,39.062998"
河西区越秀路恩德东里,"117.210248,39.099803"
蓟州区人民公园公乐园,"117.391101,40.047870"
津南区双港林景家园,"117.293123,39.070248"
河西区友谊路可园里,"117.205328,39.076668"
河东区中山门街互助西里,"117.259755,39.107075"
武清区东蒲洼街蒲瑞祥园中区,"117.013939,39.403850"
和平区小白楼松寿里,"117.203082,39.119471"
东丽区万新街融创城融义园,"117.309779,39.109894"
武清区高村首创国际半岛采薇雅苑,"116.845807,39.641246"
西青区津门湖海逸长洲恋海园,"117.214657,39.057096"
南开区体育中心街阳光100西园,"117.178287,39.092077"
河西区友谊路育文里(河西区),"117.207675,39.080639"
津南区八里台中海国际公园城,"117.353198,38.911245"
和平区南市天汇雅苑,"117.189313,39.133159"
河西区马场街建国楼,"117.181432,39.096500"
东丽区万新街上东金茂悦,"117.283875,39.121650"
东丽区万新街海颂园,"117.303775,39.083915"
西青区李七庄锦庐,"117.154939,39.046526"
宝坻区翡翠湾星河传奇,"117.349297,39.734170"
东丽区万新街润景家园,"117.312885,39.103079"
西青区李七庄松江城武台馨苑,"117.168871,39.055353"
红桥区铃铛阁晓春里,"117.146637,39.144988"
红桥区西沽街正源公寓,"117.167366,39.160214"
武清区新湾龙湖春江郦城,"117.067388,39.368809"
河西区越秀路红波里,"117.213968,39.096899"
河西区东海街粤江里,"117.257341,39.062610"
滨海新区大港街福苑里,"117.456220,38.854935"
河东区万新村凤岐东里,"117.273518,39.141181"
宝坻区潮阳大道凯旋家园,"117.297796,39.695464"
红桥区双环邨佳园北里,"117.128959,39.194051"
滨海新区新城镇中建城源和湾,"117.581292,38.979305"
西青区中北镇顺通家园,"117.101426,39.141839"
红桥区铃铛阁花莲里,"117.150185,39.144461"
西青区中北镇云锦世家,"117.073381,39.110477"
南开区兴南街世纪花园(南开区),"117.179890,39.131987"
东丽区华明镇天欣花园,"117.422989,39.175091"
河西区大营门宝德里,"117.218754,39.109617"
滨海新区杭州道吉庆里,"117.659675,39.029031"
滨海新区中新生态城贻成锦铂园,"117.766396,39.131416"
南开区兴南街悦府家园,"117.179667,39.134997"
河西区友谊路可园东里,"117.205136,39.077855"
河西区新梅江惠众家园,"117.266947,39.046523"
东丽区华明镇华丰家园,"117.418072,39.175682"
东丽区金钟街城东春晓雅郡和园,"117.272145,39.200013"
河西区梅江水岸公馆天浦园,"117.224641,39.045270"
滨海新区胡家园新塘组团佳和苑,"117.577127,39.038069"
滨海新区新河街四季雅苑,"117.641393,39.033041"
津南区八里台中海国际公园城瞰湖苑,"117.353198,38.911245"
河北区月牙河印江北里,"117.250330,39.161336"
