待售房屋,室,厅,卫,面积,面积单位,朝向,楼层,建筑年份,小区名称,区,镇,道路,标签,总价,总价单位,均价,均价单位
雍鑫红星华府 精装可拎包入住 次新小区 刚需两居,2室,2厅,1卫,86,㎡,南北,中层(共16层),2019年建造,雍鑫红星华府,武清,杨村街,新安路,"南北,满五年,次新房,",140,万,16280,元/㎡
高楼层采光充足 小区新 满五   带电梯 南向采光好,2室,2厅,1卫,81.42,㎡,南,高层(共32层),2016年建造,富力尚悦居,武清,杨村街,"雍和道,近与翠通路","南,满五年,",125,万,15353,元/㎡
厨卫全明 玄关入户 大户型 京能·雍清丽苑二期 欢迎联系看房,3室,2厅,1卫,95,㎡,南北,,,京能·雍清丽苑二期,武清,杨村街,杨村一中西侧，光明道与新安路交口,"低容积,",194.8,万,20500,元/㎡
楼层好 有电梯 房龄新 大两居 精装好房 南北通透,2室,2厅,1卫,87.32,㎡,南北,中层(共17层),2016年建造,雍鑫红星华府,武清,杨村街,新安路,"南北,满五年,",135,万,15461,元/㎡
杨村街 大两居 楼龄新 南北通透 满五   超低密度,2室,2厅,1卫,86,㎡,南北,低层(共6层),2014年建造,金都花园(武清),武清,杨村街,"光明道,近翠源路","南北,满五年,",125,万,14535,元/㎡
枫丹天城 商圈成熟 带电梯 满五   小区新 朝南,2室,2厅,0卫,81.77,㎡,南,高层(共32层),2016年建造,枫丹天城,武清,杨村街,"雍阳西道,近翠源路","南,满五年,",120,万,14676,元/㎡
国企开发 南北通透 玄关入户 大户型 中建国贤府 无中介费随时看,3室,2厅,2卫,99,㎡,南,,,中建国贤府,武清,杨村街,来源道与新安路交口,"卧室全朝南,南北通透,三房朝南,低容积,",188.1,万,19000,元/㎡
富力尚悦居 朝南 楼层好 精装修 刚需小三居 房龄新 有电梯,3室,2厅,1卫,91.21,㎡,南,中层(共32层),2016年建造,富力尚悦居,武清,杨村街,"雍和道,近与翠通路","南,满五年,",128,万,14034,元/㎡
莱茵小镇美轩苑 刚需两居 电梯房 南北通透 中间楼层,2室,2厅,1卫,90,㎡,南北,中层(共15层),2012年建造,莱茵小镇美轩苑,西青,杨柳青,崇文道,"南北,满五年,",139,万,15445,元/㎡
香雍玖和 次新小区 高绿化 朝南 刚需小三居 满二 超低密度,3室,2厅,1卫,100,㎡,南,高层(共24层),2021年建造,香雍玖和,武清,杨村街,"光明道,近新兴路","南,满二年,绿化率高,多人关注,",125,万,12500,元/㎡
大型社区 玄关入户 自持物业 无中介费随时看,3室,2厅,2卫,107,㎡,南北,,,龙湖金科雍鑫春江天玺,武清,杨村街,新兴道与浩源道交口,"低容积,",135,万,12617,元/㎡
杨村街 板楼 大两居 南北通透 精装修 70年产权,2室,2厅,1卫,81,㎡,南北,低层(共32层),2014年建造,富力尚悦居,武清,杨村街,"雍和道,近与翠通路","南北,满五年,户型方正,",133,万,16420,元/㎡
雍鑫金科集美雍阳 次新房 满二 密度低 南北通透 电梯房,2室,2厅,1卫,88,㎡,南北,中层(共7层),2021年建造,雍鑫金科集美雍阳,武清,杨村街,新安路,"南北,满二年,车位充足,",136,万,15455,元/㎡
盛庭名景花园 板楼 商业配套成熟 精装可拎包入住 南北通透,2室,2厅,1卫,91.2,㎡,南北,低层(共28层),2019年建造,盛庭名景花园,北辰,瑞景街,"辰景路,近新园路","南北通透,随时可看,",138,万,15132,元/㎡
雍鑫金科集美雍阳 高楼层视野无遮挡 带电梯 南北通透 满二,2室,2厅,1卫,88,㎡,南北,高层(共7层),2021年建造,雍鑫金科集美雍阳,武清,杨村街,新安路,"南北,满二年,车位充足,",145,万,16478,元/㎡
高绿化率 客餐厅相连 低单价 欢迎联系看房,3室,2厅,2卫,105,㎡,南北,,,新城悦隽年华,武清,下朱庄街,文汇路与致远道交口,"低容积,",137,万,13048,元/㎡
荔城公馆 满五 房龄新 有电梯 装修好 大两房,2室,2厅,1卫,83.46,㎡,南,低层(共18层),2015年建造,荔城公馆,武清,杨村街,前进道,"南,满五年,",139,万,16655,元/㎡
富力湾 高楼层视野无遮挡 朝南 近地铁 精装修 小区绿化高,2室,2厅,1卫,89.2,㎡,南,高层(共28层),2009年建造,富力湾,西青,中北,"万卉路,近卉锦道","南,房东直卖,满五年,绿化率高,",142,万,15920,元/㎡
十一中 经纬二期 三居双卫 中高楼层 采光好 满两年,3室,2厅,2卫,120.94,㎡,南,高层(共27层),2023年建造,经纬城市绿洲学知华庭,武清,杨村街,"雍和道,近新开路","南,满二年,车位充足,多人关注,",125,万,10336,元/㎡
高绿化率 客餐厅相连 低总价 欢迎联系看房,3室,2厅,1卫,89,㎡,南北,,,新城悦隽年华,武清,下朱庄街,文汇路与致远道交口,"低容积,",113,万,12697,元/㎡
盛世家园 商业配套齐全  电梯房 低容积 刚需两居,2室,2厅,1卫,101,㎡,南,低层(共23层),2013年建造,盛世家园,武清,杨村街,振华西道429号,"南,满五年,",158,万,15644,元/㎡
新房未住，精装洋房，可以圈院子，价格可谈，随时看房,3室,2厅,1卫,100,㎡,南北,低层(共7层),2021年建造,天铂澜园,滨海新区,滨海城区,荣盛路,"南北,热门小区,公摊小,价格优惠,",120,万,12000,元/㎡
翠亨花园北里 高楼层视野无遮挡 满五 出行方便 超低密度,3室,2厅,1卫,117.41,㎡,南,高层(共6层),2005年建造,翠亨花园北里,武清,杨村街,泉达路,"南,满五年,人气热搜,",130,万,11073,元/㎡
正荣2期 毛坯2室适合婚房 厨卫全明设计 中间层 次新小区,2室,1厅,1卫,81.48,㎡,南北,中层(共27层),2015年建造,正荣润璟湾,西青,中北,"御河道,近曦露路","南北,满五年,绿化率高,",120,万,14728,元/㎡
保利锦上,2室,2厅,1卫,85,㎡,南,,,保利锦上,武清,杨村街,振华西道与建设路交口西侧,"购物中心,高绿化率,",173,万,20353,元/㎡
南K对面 看房方便 房主诚意出售 拎包入住 位置 采光好,2室,2厅,1卫,83,㎡,南北,高层(共28层),2020年建造,贻成学府壹号,滨海新区,中新生态城,中天大道,"南北,热门小区,近地铁,配套成熟,",120,万,14458,元/㎡
都旺新城竹芳园 大两室 南北通透 采光充足 视野开阔   近,2室,2厅,1卫,87.98,㎡,南北,高层(共18层),2005年建造,都旺新城竹芳园,北辰,果园新村,高峰路,"南北,满五年,人气热搜,",125,万,14208,元/㎡
   远洋香奈全阳精装两居 位置好近城际 随时看房,2室,2厅,1卫,85.22,㎡,南北,低层(共26层),2015年建造,远洋香奈,武清,杨村街,"翠通路,近强国道","南北,满二年,",140,万,16429,元/㎡
国企开发 客餐厅相连 大户型 品质好房 金融街武清金悦府 无中介费随时看,3室,2厅,2卫,120,㎡,南,,,金融街武清金悦府,武清,杨村街,泉京路与泉尚路交汇处,"大户型,低容积,",138,万,11500,元/㎡
盛世睿园 精装修 高楼层视野无遮挡 楼龄新 小三房 商品住宅,3室,2厅,1卫,107.36,㎡,南,高层(共27层),2015年建造,盛世睿园,武清,杨村街,新城南东路东侧,"南,热门小区,南北通透,满五,",128,万,11923,元/㎡
正荣润璟湾 婚房全明两室 好楼层近地铁观运河,2室,2厅,1卫,82.07,㎡,南北,高层(共26层),2015年建造,正荣润璟湾,西青,中北,"御河道,近曦露路","南北,满五年,绿化率高,",125,万,15231,元/㎡
南北通透 满二 超低密度 停车方便 装修好 大两居,2室,2厅,1卫,89,㎡,南北,中层(共11层),2018年建造,香锦园,西青,张家窝,京福支线,"南北,满二年,近地铁,车位充足,",117,万,13147,元/㎡
客餐厅相连 大户型 花园洋房 翡翠半岛 欢迎联系看房,3室,2厅,2卫,138,㎡,南北,,,翡翠半岛,武清,杨村街,翠亨路与京津二线交汇处,"大户型,配套纯熟,低容积,",133,万,9638,元/㎡
保利海棠湾 楼龄新 南北通透 医疗配套成熟 商品房 精装好房,2室,2厅,1卫,80,㎡,南北,中层(共26层),2014年建造,保利海棠湾,武清,杨村街,"泉达路,近光明道","南北,",125,万,15625,元/㎡
满五 南北通透 带电梯 低容积 商业配套齐全 中间楼层,1室,2厅,1卫,87.33,㎡,南北,中层(共23层),2005年建造,翠亨花园北里,武清,杨村街,泉达路,"南北,满五年,",140,万,16032,元/㎡
交通便捷 商圈成熟 得房好 医疗配套成熟 近地铁 满五,2室,1厅,1卫,76.12,㎡,南北,中层(共6层),1998年建造,福桥里(东区),河北,建昌道街,桥园路,"南北,近地铁,价格优惠,随时可看,",125,万,16422,元/㎡
急售 远洋新干线 通透2居 无尾款 满五  无个税 钥匙房,2室,2厅,1卫,87.36,㎡,南北,中层(共13层),2012年建造,远洋新干线,东丽,空港经济区,"流霞路,近东六道","南北通透,价格优惠,随时可看,",138,万,15797,元/㎡
香锦园(新房),2室,2厅,1卫,90,㎡,南,,,香锦园(新房),西青,张家窝,知景道309号,"卧室全朝南,南北通透,高绿化率,",118,万,13112,元/㎡
急售！新降价14万！经纬二期2室 中间楼层 首付18万 ！,2室,2厅,1卫,86.22,㎡,南,中层(共34层),2016年建造,经纬城市绿洲学知华庭,武清,杨村街,"雍和道,近新开路","南,热门小区,价格优惠,房东急售,",90,万,10439,元/㎡
交通便捷 低密宜居 商业配套齐全 满五   大两居 临地铁,2室,1厅,1卫,81.91,㎡,南,低层(共24层),2013年建造,都旺新城梅芳园,北辰,北仓,北辰道,"南,价格优惠,房东急售,随时可看,",135,万,16482,元/㎡
房龄新 正南朝向 满五   大两居 商圈成熟 有电梯,2室,2厅,1卫,80.64,㎡,南,低层(共30层),2016年建造,枫丹天城,武清,杨村街,"雍阳西道,近翠源路","南,满五年,",115,万,14261,元/㎡
南北通透 客餐厅相连 大户型 英才计划 四季春晓 欢迎联系看房,2室,2厅,1卫,78,㎡,南北,,,四季春晓,津南,海河教育园区,嘉明路与雅馨路交口,"南北通透,厨卫全明,客餐厅相连,轨交房,",148.2,万,19000,元/㎡
中新生态城中部 双威悦馨苑全阳两室过五年 拎包入住,2室,2厅,1卫,85.6,㎡,南,高层(共29层),2021年建造,双威悦馨苑,滨海新区,中新生态城,中新大道3681号,"南,满五年,车位充足,多人关注,",105,万,12267,元/㎡
熙景园，非顶楼通透两室，可改三室房型，房主诚售价格可议，可看,2室,2厅,1卫,97.29,㎡,南北,高层(共6层),2009年建造,津品鉴筑熙景园,北辰,瑞景街,龙岩道220号,"南北,近地铁,房东急售,随时可看,",148,万,15213,元/㎡
盛世馨园南北通透 大两居 两梯三户急售光明片,2室,2厅,1卫,98,㎡,南北,低层(共16层),2015年建造,盛世馨园,武清,杨村街,雍阳西道,"南北,有电梯,",119,万,12143,元/㎡
中层金角）拎包即住）本业主熟）直售 少）随时走手续,3室,2厅,1卫,94.98,㎡,南,中层(共22层),2019年建造,旭辉燕南园,西青,精武,京华道21号,"南,满二年,绿化率高,",145,万,15267,元/㎡
南北通透 双卫生间 大户型 低总价 亚泰雍阳府 无中介费随时看,3室,2厅,2卫,109,㎡,南北,,,亚泰雍阳府(新房),武清,杨村街,建设路以东，泉泽路以西（观澜花苑二期对面）,"南北通透,厨卫全明,主卧套房,低容积,",152.6,万,14000,元/㎡
保利 河雅颂(北区) 带电梯 满五 中间楼层 大两房,2室,2厅,1卫,95,㎡,南,中层(共32层),2012年建造,保利上河雅颂(北区),武清,杨村街,"振华西道,近泉保路","南,满五年,",140,万,14737,元/㎡
仁恒滨河湾 临地铁 交通便利 房龄新 刚需两居,2室,2厅,1卫,85,㎡,南,高层(共22层),2016年建造,仁恒滨河湾,津南,海河教育园区,达文路3号,"南,满五年,近地铁,多人关注,",128,万,15059,元/㎡
保利 河雅颂(北区)|振华西道2室2厅1卫95.81平方米,2室,2厅,1卫,95.81,㎡,南,高层(共32层),2013年建造,保利上河雅颂(北区),武清,杨村街,"振华西道,近泉保路","南,房东直卖,满五年,",145,万,15135,元/㎡
高绿化率 客餐厅相连 低单价 来电价格可议,3室,2厅,1卫,99,㎡,南,,,农垦•含章宝邸,宝坻,钰华街,宁海路与精天道交口（务本道小学东侧）,"南北通透,厨卫全明,户型方正,低容积,",108.9,万,11000,元/㎡
蒲瑞馨园(北区) 精装修 大两房 带电梯 南向采光好,2室,2厅,1卫,98,㎡,南,高层(共13层),2011年建造,蒲瑞馨园(北区),武清,杨村街,雍顺道,"南,满二年,",118,万,12041,元/㎡
高楼层视野无遮挡 满五   带电梯 南向采光好 大两居,2室,2厅,1卫,86,㎡,南,高层(共34层),2016年建造,经纬城市绿洲学知华庭,武清,杨村街,"雍和道,近新开路","南,满五年,车位充足,户型方正,",89,万,10349,元/㎡
中建壹方九里锦澜华庭 带电梯 南北通透 双卫格局 小三房,3室,2厅,2卫,93.36,㎡,南北,低层(共11层),2021年建造,中建壹方九里锦澜华庭,武清,杨村街,新开路,"南北,满二年,车位充足,户型方正,",140,万,14996,元/㎡
轨交房 低容积 大户型 考虑可私聊,3室,2厅,1卫,89,㎡,南北,,,天保意境芳华,东丽,华明镇,东八道与兴宇路交口,"轨交房,低容积,",156,万,17529,元/㎡
新城悦隽央著 南向采光好 次新小区 停车方便 满二 电梯房,3室,2厅,1卫,94,㎡,南,低层(共11层),2020年建造,新城悦隽央著,武清,杨村街,新安路,"南,热门小区,价格优惠,房东急售,",135,万,14362,元/㎡
降价124万！！急售新城悦隽央著十一中十三小紧邻杨村一中高铁,2室,2厅,1卫,87,㎡,南北,低层(共11层),2022年建造,新城悦隽央著,武清,杨村街,新安路,"南北,满二年,车位充足,",124,万,14253,元/㎡
急售 十三小 十一中 新城悦隽央著 总价低 看房方便,2室,2厅,1卫,86.49,㎡,南北,低层(共11层),2022年建造,新城悦隽央著,武清,杨村街,新安路,"南北,满二年,车位充足,",120,万,13875,元/㎡
南北通透 动静分离 大户型 保利朗阅 无中介费随时看,2室,2厅,1卫,81,㎡,南,,,保利朗阅,武清,豆张庄镇,新开路与来源道交口东北侧,"南北通透,厨卫全明,动静分离,低容积,",145.8,万,18000,元/㎡
大两房 商品住宅 车位充足 精装好房 南向采光好 带电梯,2室,2厅,1卫,87.8,㎡,南,低层(共6层),2022年建造,新城悦隽央著,武清,杨村街,新安路,"南,满二年,车位充足,",132,万,15035,元/㎡
装修好 购物方便 带电梯 小区新 满五   朝南,2室,2厅,1卫,86.18,㎡,南,高层(共22层),2015年建造,荔城公馆,武清,杨村街,前进道,"南,满五年,",122,万,14157,元/㎡
急售 新城悦隽央著 赠15万精装 十三小十一中 紧邻杨一城际,2室,2厅,1卫,88,㎡,南北,低层(共7层),2021年建造,新城悦隽央著,武清,杨村街,新安路,"南北,满二年,车位充足,人气热搜,",132,万,15000,元/㎡
卧室全朝南 动静分离 大户型 天津远郊 荔城世纪 来电价格可议,2室,2厅,1卫,81,㎡,南北,,,荔城世纪,武清,杨村街,强国道与翠通路交口,"卧室全朝南,厨卫全明,动静分离,购物中心,",137.7,万,17000,元/㎡
新城悦隽央著精装修130万通透两室次新房随时看房,2室,2厅,1卫,89.53,㎡,南北,低层(共6层),2022年建造,新城悦隽央著,武清,杨村街,新安路,"南北,满二年,车位充足,",130,万,14521,元/㎡
盛庭名景 精装两室 拎包入住 采光好 配套齐全 距离医院近,2室,2厅,1卫,86,㎡,南北,低层(共25层),2008年建造,盛庭名景花园,北辰,瑞景街,"辰景路,近新园路","南北,随时可看,",128,万,14884,元/㎡
新城央著 十一中 十三小旁 精装2室 超高性价比,2室,2厅,1卫,86.38,㎡,南北,高层(共11层),2021年建造,新城悦隽央著,武清,杨村街,新安路,"南北,满二年,车位充足,",128,万,14819,元/㎡
降价急售！  11电梯房 新城央著 南北通透小三居 好楼层,3室,2厅,1卫,94,㎡,南北,低层(共11层),2020年建造,新城悦隽央著,武清,杨村街,新安路,"南北,满二年,车位充足,户型方正,",140,万,14894,元/㎡
国企开发 南北通透 客餐厅相连 大户型 中建时代公园 考虑可私聊,3室,2厅,1卫,89,㎡,南,,,中建时代公园,武清,豆张庄镇,来源道与新安路交口西北侧,"低容积,",160,万,17978,元/㎡
杨村街 大两房 南北通透 带电梯 满五 商品住宅 配套齐全,2室,2厅,1卫,85,㎡,南北,高层(共11层),2020年建造,新城悦隽央著,武清,杨村街,新安路,"南北,满二年,车位充足,",135,万,15883,元/㎡
正荣新上 通透H户型 明厨明卫 电梯6楼 不临街 随时看房,2室,1厅,1卫,85,㎡,南北,低层(共26层),2015年建造,正荣润璟湾,西青,中北,"御河道,近曦露路","南北,满五年,绿化率高,多人关注,",135,万,15883,元/㎡
新城悦隽央著~3室洋房 11中 带车位 一天未住 中央湖公园,3室,2厅,1卫,109,㎡,南北,高层(共7层),2018年建造,新城悦隽央著,武清,杨村街,新安路,"热门小区,南北通透,房东急售,",150,万,13762,元/㎡
卧室全朝南 客餐厅相连 大户型 特变·中央湖 欢迎联系看房,2室,2厅,1卫,89,㎡,南北,,,特变·中央湖,武清,杨村街,滨湖路与慧源道交叉口西侧,"南北通透,厨卫全明,客餐厅相连,低容积,",146.9,万,16500,元/㎡
